r.squared	coefficient	intercept
chr10:4879650-4879773|+|4878001|4884612	2.55176919375552e-05	-0.0122522068899025	0.110312574058023
chr10:4881920-4882018|+|4879773|4884612	3.23318116479099e-05	-0.0118453241392262	0.110528056398043
chr10:4883976-4884049|+|4882018|4884612	0.0523446263016021	0.421335099013521	-0.199392314591981
chr10:5684435-5684516|-|5683924|5690932	0.000244522040923364	0.116910303271408	0.11036384614661
chr10:5932981-5933079|+|5932309|5944982	0.0083081904386116	-0.815994109918271	0.156029545450701
chr10:5932981-5933079|+|5932309|5947999	0.00645384659748996	-0.279337290289129	0.153470693004077
chr10:5937018-5937150|+|5932309|5944982	0.0377469022415073	-1.19680682732176	0.235316446464235
chr10:5937018-5937150|+|5932309|5947999	0.00148218699412391	-0.232816794343436	0.133059036494025
chr10:5944982-5945138|+|5932309|5947999	2.74466860944111e-05	0.0240524123798579	0.0987270856540471
chr10:5944982-5945138|+|5932309|5950887	0.000368314248014952	-0.0833579944139492	0.190602581055445
chr10:5944982-5945138|+|5933079|5947999	0.00152657194098287	0.682399411903381	-0.552168417127689
chr10:5947180-5947250|+|5932309|5947999	0.015221123750954	-0.350486107771261	0.194671117174328
chr10:5947180-5947250|+|5945138|5947999	0.0193173460338537	-0.985130318126423	0.19248822110424
chr10:5947999-5948595|+|5932309|5950887	0.000608116016988661	-0.34635944075883	0.452562906396315
chr10:5963220-5963320|+|5960441|5963410	0.0693177647193449	6.47404985572217	-6.20934444772609
chr10:5965583-5965659|+|5963532|5966273	8.93743874726988e-06	0.0442626954740511	0.0752694949243663
chr10:5966713-5966764|+|5966471|5967329	0.0229450131679452	-1.59419078380916	0.227222146680609
chr10:6624099-6624163|+|6622889|6625637	0.0151417729312737	-0.227273155296962	0.205095210927016
chr10:7750984-7751154|+|7749196|7755143	0.00525620772943611	-0.388784010213125	0.449159619228254
chr10:7816793-7816854|-|7811308|7820800	1.87451192875601e-06	0.00915300818416704	0.110311712748456
chr10:7817713-7817762|-|7811308|7820800	0.00130714801929465	0.306304005860982	-0.178551012787681
chr10:7822226-7822270|-|7822141|7829782	0.00135388030152746	0.745180835147555	-0.6201240206758
chr10:7825043-7825138|-|7822270|7829782	0.000835846593094369	0.213052537438675	-0.0727988529792565
chr10:79797196-79797199|+|79797062|79797722	0.538603994271346	-0.890142371694025	0.569888377504258
chr10:79797196-79797199|+|79797062|79799961	0.627415866726733	-1.28205423170358	0.364322361828194
chr10:8105955-8106101|+|8100804|8111435	0.00740252927361956	-0.56012523922453	0.658305204305387
chr10:8105958-8106101|+|8100804|8111435	0.00771683859337326	-0.519320099222041	0.61583613165267
chr10:81841395-81841490|+|81838940|81841596	0.401799225579806	0.828536879524238	-0.469469907623071
chr10:90642218-90642379|+|90640395|90661412	0.00368662089354253	-0.675375962803221	0.133029959562239
chr10:90672857-90673215|+|90670768|90674290	0.00467997542048485	0.49232719148314	-0.359719496848638
chr10:90676436-90676574|+|90674415|90681039	0.00317578808510349	0.445784893688818	-0.314969590736244
chr10:915948-916023|-|910210|930386	0.0113119447240388	-1.0500937559587	0.167790517928027
chr10:915952-916023|-|910210|930386	0.0138239363363007	-0.990773350844902	0.202922175550046
chr10:931580-931700|-|910210|977367	9.83482517458507e-05	-0.108921643288153	0.22667528822866
chr10:95152673-95152712|-|95148911|95155898	0.582018818435235	1.12677185389478	-0.735222732255262
chr1:110294616-110294696|-|110294404|110295307	0.00599828494613251	-0.455314211622734	0.351738918307402
chr1:110294616-110294725|-|110294404|110295307	0.0043587960896999	-0.467580204892888	0.385645931714181
chr1:110294616-110294815|-|110293973|110295307	0.000346473540447939	0.127165901546463	-0.274289463147622
chr1:110300937-110301053|-|110300680|110301145	0.000593898387265654	0.120516368077043	-0.184134042609334
chr1:110300937-110301077|-|110300680|110301145	0.000916110119128502	0.0886795865460239	-0.208648123056041
chr1:110304340-110304395|-|110304181|110306443	8.20152609545066e-05	0.0238360028933681	-0.105820029535927
chr11:118243800-118244003|+|118243381|118244208	0.00704690425971756	1.57682035055301	-1.4232358854491
chr11:118245610-118245944|+|118244400|118247288	0.00532545019426879	0.758891205668432	-0.595132650975195
chr11:124956099-124956156|+|124955914|124958014	0.6520393810653	-0.824274648297677	0.426761986876874
chr11:125761317-125761367|+|125757660|125769238	0.00177953252853279	-0.127058851135849	0.206611144998537
chr11:125768998-125769053|+|125757660|125769238	0.00110127936032764	0.165776709818844	0.113215634676855
chr11:125768998-125769053|+|125761367|125769238	0.0013401276068859	0.781068397531176	0.106979544719909
chr1:114940561-114940612|-|114940482|114942078	0.0155000175590969	-0.536839214832388	0.473022922396027
chr1:114963001-114963073|-|114952938|114964057	0.0140486158893765	-0.77221062252061	0.202560587854137
chr1:114973419-114973534|-|114970516|114976238	0.00113627124059758	-0.327681791843032	0.43499521328052
chr1:115006033-115006178|-|115005858|115053171	0.00280299807839544	-0.926446139416897	1.0280833978689
chr1:115006891-115007010|-|115005858|115053171	0.00231977142292295	-0.642914099213468	0.745772447979816
chr1:12081701-12081897|+|12079609|12082151	8.48853072970841e-05	-0.141250650362191	0.255394062606212
chr11:22281064-22281287|+|22279300|22283674	0.000264666379447504	-0.0871313065593201	0.266282357579979
chr11:35218292-35218421|+|35211612|35232792	0.667402164260533	-0.878529802313722	0.41966165679515
chr11:35219667-35219793|+|35211612|35232792	0.568272594254103	-0.910919362828755	0.622508698637315
chr11:35219667-35219793|+|35211612|35236398	0.562495128015679	-1.12088706323101	0.345399322550561
chr11:35222628-35222742|+|35211612|35232792	0.639094970150128	-0.881343124382626	0.39490761452818
chr11:35222628-35222742|+|35219793|35236398	0.626549571005918	-0.798806442286055	0.516676910512568
chr11:35226058-35226187|+|35211612|35232792	0.579525430512946	-1.00293350778297	0.696605711390204
chr11:35226058-35226187|+|35211612|35236398	0.551154981035649	-1.43102957263647	0.341892651994466
chr11:35227658-35227790|+|35211612|35232792	0.665972619981112	-0.937816372686478	0.394437724858606
chr11:35227658-35227790|+|35226187|35236398	0.41343881803415	-1.05380919743328	0.955098453845223
chr11:35229651-35229753|+|35211519|35236398	0.600639353101606	-0.918811046912783	0.432811942981197
chr11:35229651-35229753|+|35211612|35232792	0.598616448339321	-0.900240905056576	0.635798777673517
chr11:35229651-35229753|+|35211612|35236398	0.6678352814006	-1.16254907597074	0.388991255929484
chr11:35229651-35229753|+|35219793|35236398	0.651844002816504	-0.964404882836142	0.628224309960692
chr11:35229651-35229753|+|35226187|35236398	0.631272610032986	-0.915919510898965	0.645567158862314
chr11:35231511-35231601|+|35211612|35232792	0.594241406409102	-0.879550441539594	0.62844263962035
chr11:35231511-35231601|+|35211612|35236398	0.434894012384543	-2.7073311673705	0.270378466157858
chr11:35231511-35231601|+|35219793|35236398	0.705947993435153	-0.953760536248105	0.551787280822733
chr11:35231511-35231601|+|35226187|35236398	0.656128947197756	-0.916790953986489	0.64132119571309
chr11:35232792-35232996|+|35211519|35236398	0.409774704695588	-1.27277566964801	1.13840001305371
chr11:35232792-35232996|+|35211612|35236398	0.690372793509626	-1.08167202819367	0.433102948778485
chr11:43339970-43340032|+|43333746|43340189	0.010544876277745	-1.72087172490552	0.181969134761921
chr11:43348056-43348161|+|43345186|43349338	0.0262917552008245	3.81059385102712	-3.62789807213098
chr11:43357407-43357544|+|43345186|43363977	0.000497658468265815	0.325173293620053	-0.200535419099432
chr1:144594388-144594483|+|144593965|144595834	0.0249055610574088	-0.458698345098703	0.175914471512205
chr1:144595834-144595952|+|144593936|144598511	0.00710202064371103	-0.224356092085979	0.296671813442685
chr1:144595834-144595952|+|144593965|144598511	0.0210214406673584	-0.400366342950945	0.426925875204371
chr1:144595834-144595952|+|144594483|144598511	0.0023834094549943	0.273400826592874	-0.139437581460733
chr1:144595853-144595952|+|144593936|144596283	0.00640860840789543	-0.390364707869607	0.48497490088004
chr1:144595853-144595952|+|144593965|144596283	0.012498756881612	-0.500917514830663	0.57636249894652
chr1:144595853-144595952|+|144594483|144596283	0.000446796100084344	0.308660232146245	-0.186077155699408
chr1:144604409-144604508|+|144593936|144606368	0.00121608171945211	-0.546910175415162	0.662969456643236
chr1:144604409-144604508|+|144598780|144606368	0.0027612938512277	-0.241177786114776	0.183161159573815
chr1:144604409-144604508|+|144598780|144614839	0.000167238553563314	-0.0731661609781998	0.190316229654517
chr1:144604477-144604508|+|144598780|144606368	3.95454529927452e-05	-0.0373188369979621	0.125098577267246
chr1:144606368-144606510|+|144598780|144614839	0.000158455641609328	0.157718324255247	-0.0366888195016371
chr1:144606837-144607061|+|144606510|144618081	0.000695238718210485	-0.299579630879681	0.418602339775624
chr1:144606837-144607061|+|144606510|144621446	0.00198428948579213	-0.456517338560217	0.571966269032537
chr1:144606937-144607061|+|144606510|144614839	0.0208232170005551	-0.605364923603613	0.202141784678579
chr1:144612348-144612599|+|144606510|144614839	0.00164791410169486	-0.66019403774849	0.126327594783624
chr1:144614839-144614993|+|144606510|144618081	6.14314307014484e-07	0.00920040714595808	0.109302124634909
chr1:144614839-144614993|+|144606510|144621446	0.0014335123823863	-0.521966774174419	0.635203592395493
chr1:144615095-144615303|+|144598780|144618081	0.000650828456238282	-0.318000706619644	0.440160953714785
chr1:144615095-144615303|+|144606510|144618081	0.000500584364816266	-0.249434392394698	0.371965957740681
chr1:144615095-144615303|+|144614998|144621446	0.0025926617029041	0.159054056400106	-0.0181818614489891
chr1:144617149-144617252|+|144615303|144618081	0.000663195495809404	-0.0662748383325472	0.155422737309174
chr1:144619346-144619419|+|144618296|144619882	0.0032546570393476	0.0843235768318744	0.0602105091525294
chr1:144619346-144619419|+|144618296|144621446	0.00166122507708889	-0.184414270433597	0.302925055205554
chr1:144619882-144620094|+|144618296|144621446	0.00395935477591369	-0.750139435464874	0.864511769952808
chr11:47194260-47194302|-|47193884|47194976	0.646824437759799	-1.32833913986475	0.44459941780348
chr11:47194260-47194302|-|47193884|47196565	0.476032017091249	-0.863353373445833	0.582530753058068
chr11:47194260-47194302|-|47193884|47197401	0.495970030278154	-0.875988710228638	0.581681884056401
chr1:151234636-151234777|+|151227284|151236389	0.0335605274245506	-6.33226348036071	6.25739925868149
chr1:151234636-151234777|+|151227284|151237307	0.0251136012709157	-3.7250194019181	3.72817130112631
chr1:151236389-151236504|+|151227284|151238479	1.94350228675328e-06	-0.0247331818673188	0.145018512279442
chr1:151236389-151236504|+|151227284|151238783	5.68909876378261e-06	0.0130592670412645	0.108417905957128
chr1:151237307-151237394|+|151227284|151238479	0.00088555863009923	-0.248213051729547	0.362468816965159
chr1:151237307-151237394|+|151227284|151238783	0.000164373867636301	0.0417979341167739	0.0825349007739423
chr1:151237869-151238085|+|151237394|151238783	0.000460732935555696	0.227260032457146	-0.102279899835231
chr1:151238479-151238597|+|151227284|151238783	0.00429535758851674	-0.698606126053642	0.7940254713954
chr1:151740533-151740709|+|151739775|151742647	0.0019075694905493	-0.100540297884532	0.197552576763971
chr1:153605511-153605633|-|153604716|153606433	0.0147577128436696	-0.469559585991909	0.223969049831816
chr1:155034379-155034451|+|155033308|155034720	0.465348565519536	-1.47307344943901	0.490663892886119
chr1:156202110-156202216|+|156182967|156206078	0.000561363116454938	-0.584011911851323	0.69099930919351
chr1:156203418-156203519|+|156182967|156206139	0.000138512360379428	0.0984024214800084	0.0224313761626071
chr1:156206078-156206274|+|156182967|156212343	0.00169702245016436	-0.463337603147914	0.574614610967179
chr1:156206139-156206274|+|156182967|156212343	0.00167025414535636	-0.411583953183803	0.523869948777214
chr1:156206139-156206274|+|156203519|156212343	0.00188915773270167	0.403367888555562	-0.276204175173931
chr1:156228795-156228954|-|156223299|156230241	0.035142654611428	-4.60273876776173	4.61141334433141
chr1:156236297-156236469|-|156236171|156237260	0.00673829043812807	-0.960639715382454	1.02127299889044
chr1:156236331-156236469|-|156236171|156237260	0.00578086873790111	-1.5221296804747	1.58960829117754
chr1:156242110-156242189|-|156238206|156243151	0.018292077329673	3.45267743072027	-3.25169827903067
chr1:156260767-156260897|-|156260151|156261193	0.024223226070945	-0.250861849067014	0.290225223671289
chr1:156263110-156263220|-|156263000|156263408	2.34553278460345e-05	-0.0446290923487421	0.154128944186917
chr1:156263110-156263220|-|156263000|156263808	0.00048372854483945	-0.0896325729922143	0.187499770966215
chr1:156263110-156263367|-|156263000|156263808	4.6071710712772e-08	-0.00132817517608364	0.116487023891982
chr1:156264466-156264549|-|156264356|156265316	0.0124442339937314	-0.636267200091152	0.143297621035931
chr1:156264549-156264807|-|156264356|156265316	0.00312857942765909	-0.199161389756164	0.277444505346705
chr1:156908209-156908305|-|156907288|156909339	0.750289540226322	0.951823951312324	-0.426057252042938
chr11:57556508-57556627|+|57529518|57558856	0.535705518305979	1.19235993410831	-0.733653684998207
chr11:57556508-57556627|+|57529518|57558963	0.629299720512097	1.13791977393698	-0.769794339372483
chr11:57556508-57556627|+|57529518|57561481	0.590872738159289	1.1157604111132	-0.262917326840955
chr11:57556508-57556627|+|57529518|57563048	0.691630361293342	1.04194818357854	-0.395656135818421
chr11:57556508-57556627|+|57529518|57569204	0.60463677004396	1.26017417857331	-0.8901967809975
chr11:57556508-57556627|+|57529591|57561481	0.417792403427385	1.15841224057537	-0.144012989636329
chr11:57558856-57559145|+|57529518|57561481	0.566053292112505	1.11210910527419	-0.36040031625538
chr11:57558856-57559145|+|57529540|57561481	0.575002347861069	1.70731018710528	-1.3284644228225
chr11:57558856-57559145|+|57529591|57561481	0.690910567619081	1.17075730766571	-0.670443798226555
chr11:57558963-57559145|+|57529518|57561481	0.528615203740425	1.08624656361372	-0.330045105536873
chr11:57558963-57559145|+|57529540|57561481	0.574136178684192	1.70461705885734	-1.32583718361236
chr11:57558963-57559145|+|57529591|57561481	0.688517540908387	1.17061972200982	-0.669113666181856
chr11:57558965-57559145|+|57529518|57561481	0.53371416067165	1.07900422865427	-0.32264464722488
chr11:57583386-57583473|+|57582972|57583768	0.439384767696766	-1.29663631355866	0.276190683605925
chr11:57583386-57583473|+|57582972|57583771	0.578090806838621	-1.00872956801261	0.416467651801842
chr1:160385851-160385972|+|160385698|160388791	0.000471461964686594	-0.334909359294151	0.429149280063519
chr1:162562521-162562572|+|162558623|162567581	0.00850364804343418	-0.209322054080339	0.31250691381762
chr1:162562521-162562572|+|162560301|162567581	0.13073858863594	-0.491897694223536	0.430803633541336
chr1:162562521-162562572|+|162560301|162569060	0.00392378696295247	-0.291184372897619	0.398679006056078
chr1:162562524-162562572|+|162558623|162567581	0.0085642748642664	-0.211568340399377	0.314538320410947
chr1:162562524-162562572|+|162560301|162567581	0.172828689921184	-0.578481759142749	0.441723051713803
chr1:162562524-162562572|+|162560301|162569060	0.00785599712407453	-0.26906907519836	0.369058817218697
chr11:64494767-64494835|-|64494603|64496334	0.00351874204433402	-0.258021441372976	0.357690426736396
chr11:64497233-64497270|-|64496514|64502583	0.0187791452068932	-0.693510664977132	0.813489450883441
chr11:64507839-64507918|-|64507635|64508419	0.000203585929529226	-0.0230864722939649	0.13312960809381
chr11:64507839-64507921|-|64507635|64508419	0.000301262209426823	0.0240757263671087	0.124648069044015
chr11:64508910-64509005|-|64508551|64510265	0.00253199171480844	0.162821420325373	-0.0319759356573582
chr11:64511804-64511954|-|64510409|64512213	0.00106137741101766	-0.0530386716394829	0.218380114590604
chr11:65112050-65112092|+|65111540|65113136	0.0147529615068618	1.80058298951459	0.0539478830705359
chr11:66133596-66133662|-|66133492|66134934	0.000446549107542018	-0.315293640636623	0.413337139875161
chr11:66133901-66134035|-|66133492|66134934	0.000466812583276318	-0.253007121788055	0.345197963758168
chr11:66133901-66134035|-|66133662|66134934	2.43257810947568e-06	-0.0124118507157848	0.11321599573109
chr11:66133901-66134035|-|66133702|66134934	0.000645810839959764	-0.109507758900164	0.206578521055629
chr11:66136007-66136142|-|66135019|66136839	0.00274088400454311	-0.288407550812614	0.329576615064353
chr11:66136007-66136142|-|66135340|66136530	0.000459004958556697	-0.231379981225554	0.333677767626175
chr11:66136007-66136142|-|66135340|66136839	0.00390534826175364	-0.547286055485282	0.637215861036844
chr11:66136530-66136602|-|66136142|66136839	0.00247345471826791	0.137613134478287	-0.0053755420284706
chr11:66136530-66136670|-|66135340|66136839	0.00107351357475901	-0.249780594666342	0.343166871974033
chr11:66136530-66136670|-|66136142|66136839	0.00563551658028302	0.276859739790576	-0.124137809819022
chr11:66138714-66138796|-|66137003|66139033	0.000385989738494788	-0.0970839710269551	0.196243099039459
chr1:167051481-167051548|-|167042776|167059481	0.00169782967148511	0.0953426442446338	-0.116983135567592
chr1:171673526-171673674|-|171671224|171678804	0.000365995555287614	0.121596762654234	0.0046953509276179
chr1:171675506-171675558|-|171671224|171678804	5.30293180162122e-06	0.0373989059100894	0.0816993517769293
chr1:172061963-172062015|+|172051042|172100314	0.00024177150693939	-0.0865675166013272	0.228660087884284
chr1:172222712-172222822|+|172100428|172277867	0.0042876130745578	0.313827561728683	-0.155790133948389
chr1:172292468-172292480|+|172277979|172348157	0.000958251617657982	0.0892121758509271	0.139613243759419
chr11:73500379-73500535|+|73499037|73516071	0.00302575203629107	1.75869069882265	0.0758331127311263
chr11:73500379-73500535|+|73499037|73536752	0.000191403835810504	0.0331265134924189	0.110297993116623
chr11:73516071-73516124|+|73499037|73536752	6.96572494531547e-09	0.000787786120347418	0.117793868722368
chr11:73516071-73516124|+|73500535|73536752	0.00159173633523902	0.240410999244035	-0.110760879518902
chr11:73519357-73519395|+|73499037|73536752	0.000353145763693306	-0.0888066650643252	0.192402359796534
chr11:73519357-73519395|+|73516124|73528867	0.00299668416435591	-0.716123523237346	0.811853450259511
chr11:73519357-73519395|+|73516124|73536752	0.0100643471143561	-1.2202447302045	1.24758316262479
chr11:73528867-73528992|+|73499037|73536752	0.00209071076580239	0.107636319490799	0.0719046792634343
chr11:73528867-73528992|+|73500535|73536752	0.0023538245321894	0.235010784443564	-0.106495238135079
chr11:73528867-73528992|+|73516124|73536752	1.67748875834174e-05	0.0120416190830439	0.114306699851094
chr11:73528867-73528992|+|73519395|73536752	0.0214155262526297	2.29887334686626	-0.0221835467644797
chr11:73534057-73534115|+|73499037|73536752	0.000217490560618417	0.0459470900971143	0.116130318475831
chr11:73534057-73534115|+|73516124|73536752	0.000282559242852315	-0.0710248761382537	0.128489900783082
chr11:73534057-73534115|+|73528992|73536752	7.72477292372027e-05	-0.0443353933342878	0.122289355070509
chr11:73536752-73536841|+|73516124|73570951	0.000585556249162667	-0.269027755024376	0.389905243923218
chr11:73554291-73554412|+|73499037|73555851	0.00175207911351729	0.10571055956858	0.0320829353539561
chr11:73554291-73554412|+|73519395|73555851	0.0194514851125562	-0.328569863373667	0.348167144571614
chr11:73554291-73554412|+|73536841|73555851	0.00388293556471794	-1.28026575708517	0.168172934319868
chr11:73555851-73556021|+|73536841|73574216	0.000596284147240176	0.534745240600897	-0.401007389164037
chr11:73570951-73571054|+|73536841|73574216	7.89836278367317e-05	0.147595324673019	-0.0236259890799882
chr11:73570951-73571054|+|73556021|73574216	0.00478339303514191	-1.75888981700338	1.83277106250913
chr1:178861364-178861442|+|178858831|178863053	0.624122668020984	-1.10859921802659	0.602200513186407
chr1:17961042-17961057|+|17958961|17961329	0.418509588635726	-0.845225088989435	0.60559985421853
chr11:819573-819905|+|818958|821627	0.0572952812126187	0.924045008566465	-0.724976538047717
chr11:82705080-82705148|-|82698812|82708265	0.00440050700210446	0.344752383105268	-0.205223941493121
chr11:82705080-82705164|-|82698812|82708265	0.00570460132233506	0.55989371030081	-0.420450649125792
chr11:82745213-82745314|-|82708366|82782732	0.000191348685507022	0.0435415323086646	0.113518278971911
chr11:82745768-82745824|-|82708366|82782732	8.09388472761988e-05	0.070557802115555	0.120772751035215
chr11:82771118-82771220|-|82708366|82782732	2.17487655239723e-07	-0.00414181298074134	0.121551233547752
chr1:19610489-19610619|-|19609386|19611179	0.000890620619625878	-0.261479848558378	0.375648574323778
chr1:19611511-19611608|-|19611279|19612381	0.063028109329553	-0.361581488493296	0.34086496004888
chr1:19612381-19612486|-|19611279|19612678	3.49566769391598e-06	-0.00935552334226177	0.12071702897612
chr12:10015097-10015172|-|10010236|10021803	0.00398840145242444	-0.42176724728563	0.553042242544349
chr12:10862506-10862713|-|10856747|10865809	0.426553844910165	1.95158633997712	-0.899384960383126
chr12:111891480-111891649|-|111889889|111893832	0.0282834413025018	1.90574471319472	-1.7557101734155
chr12:111891480-111891649|-|111890644|111893832	0.00959555434009768	-0.352778516584906	0.354625522109294
chr12:111892848-111892923|-|111890644|111893832	0.0228494346272723	-0.843944885231113	0.175060290781301
chr12:111892848-111892923|-|111891649|111893832	0.0124786289586733	-1.22202026526388	0.179885135005873
chr12:111898942-111899109|-|111895163|111902465	0.0244285482347344	-2.05002630760987	0.214066966916807
chr12:111898942-111899109|-|111895163|111907911	0.0176066259507283	-1.37982052957426	0.195009605768819
chr12:111902465-111902519|-|111894060|111907911	0.00790830859724824	1.14496687118355	-1.01115149931198
chr12:111902465-111902519|-|111895163|111907911	0.00408772019464461	0.233137914985295	-0.00500225358884563
chr12:111902465-111902519|-|111899109|111907911	0.00804517362706119	0.465401340525113	-0.311917260726274
chr12:111916873-111916906|-|111908546|111920590	0.00578170300317103	0.15410053821202	0.0263426362797167
chr12:111916873-111916906|-|111908546|111923068	0.0399861302666236	1.07917749060072	-0.0901714529832941
chr12:111916873-111916906|-|111908546|111923074	0.0534657230771664	1.08779007080928	-0.0923166080896296
chr12:111920590-111920635|-|111908546|111923068	0.000461840394649665	-0.204743267215818	0.128809863446589
chr12:111920590-111920635|-|111908546|111923074	1.96488878809614e-06	-0.00935377568955279	0.11960291087869
chr12:111920590-111920635|-|111916906|111923068	0.00375720877464571	-0.197794133495026	0.148270465890384
chr12:111923068-111923135|-|111908546|111923516	0.0232177189423086	2.69942750787906	-2.5424994434758
chr12:111923074-111923135|-|111908546|111923516	0.0255861546591878	2.87951324253474	-2.72092158856336
chr12:111948188-111948386|-|111947802|111951160	0.000588856455475735	-0.17706504541405	0.279976661045032
